timestamp,message
1771250935028,"{""time"":""2026-02-16T14:08:55.028518048Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Invoking Bedrock model: amazon.nova-pro-v1:0"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771250936591,"{""time"":""2026-02-16T14:08:56.591110778Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Bedrock response: {\""ResponseMetadata\"": {\""RequestId\"": \""21ed8552-d908-4f47-b255-7132dfe61c18\"", \""HTTPStatusCode\"": 200, \""HTTPHeaders\"": {\""date\"": \""Mon, 16 Feb 2026 14:08:56 GMT\"", \""content-type\"": \""application/json\"", \""content-length\"": \""1349\"", \""connection\"": \""keep-alive\"", \""x-amzn-requestid\"": \""21ed8552-d908-4f47-b255-7132dfe61c18\""}, \""RetryAttempts\"": 0}, \""output\"": {\""message\"": {\""role\"": \""assistant\"", \""content\"": [{\""text\"": \""{\
  \\\""overallSummary\\\"": \\\""A customer, John Smith, reported a rear-end collision at the intersection of Mai"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771250936591,"{""time"":""2026-02-16T14:08:56.591580487Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Extracted content: {"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771250936591,"{""time"":""2026-02-16T14:08:56.591840785Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:werkzeug:10.0.10.97 - - [16/Feb/2026 14:08:56] \""POST /claims/CLM-2024-001/summarize HTTP/1.1\"" 200 -"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771252128821,"{""time"":""2026-02-16T14:28:48.821089564Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Getting notes for claim CLM-2024-001, environment: production"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771252128821,"{""time"":""2026-02-16T14:28:48.821093588Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Reading from S3: bucket=claim-notes-621262609834-us-east-1, key=notes.json"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771252128921,"{""time"":""2026-02-16T14:28:48.921349245Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Found 2 notes for claim CLM-2024-001"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771252128921,"{""time"":""2026-02-16T14:28:48.921733563Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Invoking Bedrock model: amazon.nova-pro-v1:0"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771252131841,"{""time"":""2026-02-16T14:28:51.841357998Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Bedrock response: {\""ResponseMetadata\"": {\""RequestId\"": \""ca53ba0e-905f-4348-86ea-a62269f21c76\"", \""HTTPStatusCode\"": 200, \""HTTPHeaders\"": {\""date\"": \""Mon, 16 Feb 2026 14:28:51 GMT\"", \""content-type\"": \""application/json\"", \""content-length\"": \""1528\"", \""connection\"": \""keep-alive\"", \""x-amzn-requestid\"": \""ca53ba0e-905f-4348-86ea-a62269f21c76\""}, \""RetryAttempts\"": 1}, \""output\"": {\""message\"": {\""role\"": \""assistant\"", \""content\"": [{\""text\"": \""```json\
{\
  \\\""overallSummary\\\"": \\\""A customer, John Smith, reported a rear-end collision at the intersecti"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771252131841,"{""time"":""2026-02-16T14:28:51.84142082Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:src.services.summarize_service:Extracted content: ```json"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
1771252131842,"{""time"":""2026-02-16T14:28:51.842246232Z"",""stream"":""stderr"",""_p"":""F"",""log"":""INFO:werkzeug:10.0.11.161 - - [16/Feb/2026 14:28:51] \""POST /claims/CLM-2024-001/summarize HTTP/1.1\"" 200 -"",""kubernetes"":{""pod_name"":""claims-api-c6878ff94-bd9tr"",""namespace_name"":""default"",""pod_id"":""bb838491-4017-4502-80a5-367d708d7ec9"",""host"":""ip-10-0-11-161.ec2.internal"",""pod_ip"":""10.0.11.118"",""container_name"":""introspect2-claims-api"",""docker_id"":""5c4e53b27e13f653ba948b3ad761b1955bafb92066f56f76633a12f99146705f"",""container_hash"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api@sha256:33165a4b4dedf83dce35ca7cb4ce25ee2bab23f81ccec9854c655ca4429b9364"",""container_image"":""621262609834.dkr.ecr.us-east-1.amazonaws.com/introspect2-claims-api:latest""}}"
